Tool;View;ChangeSet;RunIndex;Iteration;PhaseName;MetricName;MetricValue
SQLSolution;Q1;4;0;9;Update;Time;12959662
SQLSolution;Q1;4;0;9;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;10;Update;Time;12127319
SQLSolution;Q1;4;0;10;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;11;Update;Time;14888472
SQLSolution;Q1;4;0;11;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;12;Update;Time;9472611
SQLSolution;Q1;4;0;12;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;13;Update;Time;9951223
SQLSolution;Q1;4;0;13;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;14;Update;Time;11743965
SQLSolution;Q1;4;0;14;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;15;Update;Time;14006353
SQLSolution;Q1;4;0;15;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;16;Update;Time;8747162
SQLSolution;Q1;4;0;16;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;17;Update;Time;11990069
SQLSolution;Q1;4;0;17;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;18;Update;Time;12733311
SQLSolution;Q1;4;0;18;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;19;Update;Time;10641351
SQLSolution;Q1;4;0;19;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;0;20;Update;Time;10877367
SQLSolution;Q1;4;0;20;Update;Elements;723221|167197|404236
SQLSolution;Q1;4;1;0;Initialization;Time;1112540302
SQLSolution;Q1;4;1;0;Load;Time;385851694
SQLSolution;Q1;4;1;0;Initial;Time;25004263
SQLSolution;Q1;4;1;0;Initial;Elements;723221|167197|571529
SQLSolution;Q1;4;1;1;Update;Time;25126003
SQLSolution;Q1;4;1;1;Update;Elements;723221|167197|571529
SQLSolution;Q1;4;1;2;Update;Time;17634167
SQLSolution;Q1;4;1;2;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;3;Update;Time;15814437
SQLSolution;Q1;4;1;3;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;4;Update;Time;16930899
SQLSolution;Q1;4;1;4;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;5;Update;Time;12740650
SQLSolution;Q1;4;1;5;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;6;Update;Time;13090051
SQLSolution;Q1;4;1;6;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;7;Update;Time;12570007
SQLSolution;Q1;4;1;7;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;8;Update;Time;12174695
SQLSolution;Q1;4;1;8;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;9;Update;Time;13287042
SQLSolution;Q1;4;1;9;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;10;Update;Time;12977779
SQLSolution;Q1;4;1;10;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;11;Update;Time;15066339
SQLSolution;Q1;4;1;11;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;12;Update;Time;10126668
SQLSolution;Q1;4;1;12;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;13;Update;Time;10114426
SQLSolution;Q1;4;1;13;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;14;Update;Time;12355041
SQLSolution;Q1;4;1;14;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;15;Update;Time;14936426
SQLSolution;Q1;4;1;15;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;16;Update;Time;9038948
SQLSolution;Q1;4;1;16;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;17;Update;Time;11127381
SQLSolution;Q1;4;1;17;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;18;Update;Time;14502077
SQLSolution;Q1;4;1;18;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;19;Update;Time;12487881
SQLSolution;Q1;4;1;19;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;1;20;Update;Time;10331183
SQLSolution;Q1;4;1;20;Update;Elements;723221|167197|404236
SQLSolution;Q1;4;2;0;Initialization;Time;1109100173
SQLSolution;Q1;4;2;0;Load;Time;383850701
SQLSolution;Q1;4;2;0;Initial;Time;25095676
SQLSolution;Q1;4;2;0;Initial;Elements;723221|167197|571529
SQLSolution;Q1;4;2;1;Update;Time;22871269
SQLSolution;Q1;4;2;1;Update;Elements;723221|167197|571529
SQLSolution;Q1;4;2;2;Update;Time;17849226
SQLSolution;Q1;4;2;2;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;3;Update;Time;15696858
SQLSolution;Q1;4;2;3;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;4;Update;Time;15707019
SQLSolution;Q1;4;2;4;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;5;Update;Time;12866046
SQLSolution;Q1;4;2;5;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;6;Update;Time;13721075
SQLSolution;Q1;4;2;6;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;7;Update;Time;12566943
SQLSolution;Q1;4;2;7;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;8;Update;Time;12389685
SQLSolution;Q1;4;2;8;Update;Elements;723221|404236|167197
SQLSolution;Q1;4;2;9;Update;Time;13004069
